Sl no.,District Name,State,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
5104,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,14000,10000,31-Dec-24
5105,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,14000,12000,03-Mar-25
5106,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,14000,12000,05-Mar-25
5107,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,14000,12000,06-Mar-25
5108,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,14000,12000,07-Mar-25
5109,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,15000,12000,07-Jan-25
5110,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,15000,12000,08-Jan-25
5111,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,9000,12000,11000,19-Feb-25
5112,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,9000,20000,15000,26-Apr-24
5113,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,9000,20000,15000,27-Apr-24
5114,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,12000,11000,10-Feb-25
5115,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,12000,11000,10-Jul-24
5116,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,12000,11000,11-Feb-25
5117,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,12000,11000,12-Feb-25
5118,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,12000,11000,24-Jan-25
5119,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,12000,11000,25-Feb-25
5120,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,12000,11000,25-Jun-24
5121,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,12000,11000,26-Feb-25
5122,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,12000,11000,26-Jun-24
5123,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,13000,12000,07-Feb-25
5124,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,13000,12000,10-Jan-25
5125,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,13000,12000,18-Jul-24
5126,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,14000,12000,10-Mar-25
5127,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,14000,12000,11-Mar-25
5128,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,14000,12000,12-Mar-25
5129,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,14000,12000,13-Mar-25
5130,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,14000,12000,15-Mar-25
5131,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,14000,12000,17-Mar-25
5132,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,14000,12000,18-Mar-25
5133,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,14000,12000,19-Mar-25
5134,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,14000,12000,20-Mar-25
5135,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,11000,03-Feb-25
5136,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,11000,06-Feb-25
5137,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,11000,27-Jan-25
5138,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,11000,28-Jan-25
5139,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,01-Apr-24
5140,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,01-Apr-25
5141,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,01-Feb-25
5142,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,02-Apr-25
5143,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,03-Apr-25
5144,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,04-Apr-25
5145,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,04-Feb-25
5146,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,04-Mar-25
5147,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,04-May-24
5148,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,05-Apr-25
5149,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,05-Feb-25
5150,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,07-Apr-25
5151,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,08-Apr-25
5152,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,09-Apr-25
5153,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,09-Jan-25
5154,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,11-Jul-24
5155,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,13-Jan-25
5156,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,15-Apr-25
5157,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,15-Jan-25
5158,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,16-Apr-24
5159,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,16-Apr-25
5160,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,17-Apr-25
5161,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,17-Jan-25
5162,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,18-Apr-24
5163,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,18-Jan-25
5164,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,19-Apr-25
5165,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,20-Jan-25
5166,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,21-Jan-25
5167,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,21-Mar-25
5168,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,22-Jan-25
5169,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,22-Mar-25
5170,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,23-Jan-25
5171,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,24-Mar-25
5172,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,25-Mar-25
5173,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,25-May-24
5174,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,26-Mar-25
5175,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,27-Mar-25
5176,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,27-May-24
5177,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,28-Mar-25
5178,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,29-Jan-25
5179,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,30-Jan-25
5180,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,30-May-24
5181,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,31-Jan-25
5182,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12000,31-May-24
5183,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12500,03-Apr-24
5184,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12500,09-Jul-24
5185,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,12500,12-Jul-24
5186,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,13000,15-Jul-24
5187,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,13000,16-Jan-25
5188,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,14000,05-Apr-24
5189,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,14000,06-Apr-24
5190,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,15000,14000,24-May-24
5191,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,18000,12000,14-Jun-24
5192,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,18000,12000,19-Jun-24
5193,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,18000,14000,01-May-24
5194,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,18000,14000,15-Jun-24
5195,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,18000,14000,18-Jun-24
5196,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,18000,15000,01-Jul-24
5197,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,18000,15000,06-Jul-24
5198,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,18000,15000,08-Jul-24
5199,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,18000,15000,24-Jun-24
5200,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,18000,15000,28-Jun-24
5201,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,18000,15000,29-Jun-24
5202,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,13000,23-Apr-24
5203,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,14000,02-Jul-24
5204,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,14000,04-Jun-24
5205,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,14000,07-Jun-24
5206,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,14000,08-May-24
5207,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,14000,10-Jun-24
5208,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,14000,18-May-24
5209,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,14000,20-May-24
5210,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,14000,21-May-24
5211,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,14000,27-Jun-24
5212,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,14000,29-Apr-24
5213,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,14500,07-May-24
5214,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,15000,03-Jul-24
5215,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,15000,03-Jun-24
5216,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,15000,05-Jun-24
5217,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,15000,06-Jun-24
5218,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,15000,06-May-24
5219,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,15000,09-May-24
5220,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,15000,20-Jun-24
5221,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,15000,21-Jun-24
5222,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,15000,22-Apr-24
5223,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,15000,22-May-24
5224,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,16000,04-Jul-24
5225,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,16000,05-Jul-24
5226,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,16000,16-May-24
5227,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,16000,24-Apr-24
5228,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,16000,30-Apr-24
5229,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,20000,17000,17-May-24
5230,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,22000,15000,19-Apr-24
5231,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,10000,22000,15000,20-Apr-24
5232,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,11000,22000,15000,28-May-24
5233,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,11000,22000,15000,29-May-24
5234,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,11000,25000,13000,13-Jun-24
5235,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,11000,25000,17000,11-Jun-24
5236,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,11000,25000,17000,12-Jun-24
5237,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,12000,15000,13000,09-Apr-24
5238,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,12000,15000,13000,10-Apr-24
5239,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,12000,15000,13000,10-Apr-25
5240,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,12000,15000,13000,11-Apr-25
5241,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,12000,15000,14000,08-Apr-24
5242,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,12000,20000,14000,15-May-24
5243,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,12000,20000,15000,25-Apr-24
5244,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,12000,20000,16000,14-May-24
5245,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3200,07-Oct-24
5246,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2800,13-Aug-24
5247,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1600,1800,1700,08-Apr-24
5248,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,10-Mar-25
5249,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2800,22-Aug-24
5250,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,2600,2600,11-Jul-24
5251,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1500,1700,1600,10-Apr-24
5252,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1600,1800,1700,28-May-24
5253,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2200,2500,2300,25-Jun-24
5254,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3500,3600,3600,19-Nov-24
5255,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1800,2000,1900,21-May-24
5256,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2000,2500,2200,26-Jul-24
5257,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,4000,4500,4200,12-Nov-24
5258,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1300,1500,1400,18-Apr-24
5259,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3200,09-Dec-24
5260,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2800,3000,2900,11-Dec-24
5261,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1500,1600,1600,22-Apr-24
5262,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2800,23-Dec-24
5263,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,02-Apr-25
5264,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,5000,5500,5200,05-Nov-24
5265,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2800,02-Sep-24
5266,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2800,23-Sep-24
5267,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1200,1500,1400,04-Jan-25
5268,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1600,1700,1600,25-May-24
5269,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1200,1100,28-Jan-25
5270,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3200,3100,30-Sep-24
5271,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1200,1200,16-Jan-25
5272,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2700,23-Aug-24
5273,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2200,2300,2300,02-Jul-24
5274,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2700,27-Sep-24
5275,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,07-Mar-25
5276,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,11-Mar-25
5277,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,08-Apr-25
5278,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3200,21-Sep-24
5279,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1500,1700,1600,16-Apr-24
5280,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2000,2500,2200,29-Jul-24
5281,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2800,3000,2900,02-Aug-24
5282,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,4000,4800,4500,14-Oct-24
5283,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1200,1100,13-Feb-25
5284,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,21-Mar-25
5285,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2700,05-Sep-24
5286,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2700,28-Sep-24
5287,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3200,3100,13-Dec-24
5288,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3200,09-Sep-24
5289,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,4500,5000,4800,21-Oct-24
5290,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1800,2200,1900,12-Jun-24
5291,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3200,20-Sep-24
5292,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,2600,2550,12-Jul-24
5293,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1200,1700,1500,16-May-24
5294,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2000,2500,2200,13-Jun-24
5295,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1700,1800,1700,03-Jun-24
5296,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,27-Mar-25
5297,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,4000,4500,4200,11-Nov-24
5298,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1200,1100,23-Jan-25
5299,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2000,2500,2200,29-Jun-24
5300,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3200,24-Aug-24
5301,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1200,1100,24-Jan-25
5302,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3500,4000,3700,23-Nov-24
5303,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2750,24-Jul-24
5304,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2400,3000,2600,21-Aug-24
5305,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1200,1100,17-Jan-25
5306,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2800,29-Aug-24
5307,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,17-Feb-25
5308,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2800,12-Aug-24
5309,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,13-Mar-25
5310,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2200,2500,2400,27-Jun-24
5311,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2700,06-Sep-24
5312,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1700,1800,1700,07-Jun-24
5313,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1500,1200,18-Mar-25
5314,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3200,3100,19-Dec-24
5315,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2800,27-Aug-24
5316,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,15-Feb-25
5317,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2800,3000,2900,18-Jul-24
5318,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,11-Apr-25
5319,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1200,1500,1400,30-Apr-24
5320,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,03-Mar-25
5321,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1500,1600,1500,23-Apr-24
5322,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2800,17-Aug-24
5323,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,06-Mar-25
5324,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1600,1800,1700,29-May-24
5325,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1200,1100,21-Feb-25
5326,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1200,1100,13-Jan-25
5327,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1300,1500,1500,20-Apr-24
5328,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,25-Feb-25
5329,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,5000,5500,5200,08-Nov-24
5330,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2800,3000,2900,12-Dec-24
5331,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1500,1700,1600,18-May-24
5332,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,2700,2600,09-Jul-24
5333,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2800,3000,2900,03-Aug-24
5334,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2000,2500,2200,24-Jun-24
5335,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3200,26-Nov-24
5336,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1200,1100,30-Jan-25
5337,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,26-Feb-25
5338,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1700,1800,1700,14-May-24
5339,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2800,3000,2900,16-Jul-24
5340,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2700,19-Jul-24
5341,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2800,3000,2900,31-Jul-24
5342,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1200,1100,09-Jan-25
5343,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2000,2200,2100,20-Jun-24
5344,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,700,900,800,22-Mar-25
5345,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1600,1800,1700,02-Jan-25
5346,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3200,19-Sep-24
5347,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1800,2000,1900,20-May-24
5348,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3500,4000,3700,29-Nov-24
5349,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,15-Mar-25
5350,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2200,2300,2300,04-Jul-24
5351,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1400,1500,1450,03-Apr-24
5352,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3400,03-Oct-24
5353,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1800,2000,1900,09-May-24
5354,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2750,16-Aug-24
5355,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3200,09-Oct-24
5356,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1500,1600,1500,25-Apr-24
5357,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3200,07-Dec-24
5358,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3500,4000,3700,30-Nov-24
5359,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,28-Mar-25
5360,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2200,2300,2300,05-Jul-24
5361,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1600,1700,1600,24-May-24
5362,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,03-Apr-25
5363,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1800,2000,1900,18-Jun-24
5364,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2800,25-Sep-24
5365,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2500,3000,2800,24-Dec-24
5366,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,5000,5500,5200,31-Oct-24
5367,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,3000,3500,3200,03-Dec-24
5368,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,1000,1200,1100,20-Jan-25
5369,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,800,1000,900,14-Feb-25
5370,Kangra,Himachal Pradesh,Kangra,Cabbage,Other,FAQ,2800,3000,2900,08-Jul-24
